563998,i4x-MITx-6_00x-course-2012_Fall,MITx/6.00x/2012_Fall
257736,6002x_isolation_via_thevenin,MITx/6.002x/2012_Fall
413714,6002x_Superposition_experiment,MITx/6.002x/2012_Fall
224337,i4x-MITx-6_00x-course-2012_Fall,MITx/6.00x/2012_Fall
147941,cs1881x_project_1_q2,BerkeleyX/CS188.1x/2012_Fall
349840,6002x_Fall2012_General,MITx/6.002x/2012_Fall
206368,MITx_6_002x_2012_Fall,MITx/6.002x/2012_Fall
260376,600x_l2_p3,MITx/6.00x/2012_Fall
186405,i4x-BerkeleyX-CS169_1x-course-2012_Fall,BerkeleyX/CS169.1x/2012_Fall
450368,600x_l1_v1,MITx/6.00x/2012_Fall
367251,600x_l2_v1,MITx/6.00x/2012_Fall
302622,600x_l2_p7,MITx/6.00x/2012_Fall
401915,cs1881x_L2_quiz_8,BerkeleyX/CS188.1x/2012_Fall
367072,600x_l2_v3,MITx/6.00x/2012_Fall
114864,6002x_Fall2012_General,MITx/6.002x/2012_Fall
254053,600x_l2_p5,MITx/6.00x/2012_Fall
401645,600x_l1_p3,MITx/6.00x/2012_Fall
411318,6002x_Superposition_experiment,MITx/6.002x/2012_Fall
264361,cs1881x_L1_Part_16,BerkeleyX/CS188.1x/2012_Fall
130166,MITx_6_002x_2012_Fall,MITx/6.002x/2012_Fall
40209,MITx_6_002x_2012_Fall,MITx/6.002x/2012_Fall
314220,600x_l1_v1,MITx/6.00x/2012_Fall
299251,6002x_Fall2012_General,MITx/6.002x/2012_Fall
442023,600x_l2_p9,MITx/6.00x/2012_Fall
151059,cs1881x_L1_Part_1,BerkeleyX/CS188.1x/2012_Fall
268646,i4x-MITx-6_00x-course-2012_Fall,MITx/6.00x/2012_Fall
323366,cs188_project_2_q5,BerkeleyX/CS188/fa12
156974,6002x_Fall2012_General,MITx/6.002x/2012_Fall
396775,6002x_logic_gates,MITx/6.002x/2012_Fall
195352,600x_l3_v4,MITx/6.00x/2012_Fall
369339,6002x_Fall2012_General,MITx/6.002x/2012_Fall
