506f86054385c72b00000053,537066
506d4dabeab9852b00000084,529746
50654bb9c65fb71f00000043,326787
50705e9eed7014230000000c,469108
5073333e7a58782300000024,335476
50710e5f3749031f0000006d,46408
506330fe8a31de2b0000001b,333196
5072e4338d54ac2b000000a0,78330
50558d4824c6bd2700000007,340856
506f93a72e1ea22200000045,220245
506712766309511f00000007,284628
506fb098ceb1da1f00000054,569477
5063544375fce4230000001c,406665
5066dbb45110ac1f00000031,225849
507316db36d1be2300000012,558142
5071a864b35ec5230000000a,267348
50483f96cddb751f00000001,166989
5049e9f8ed2dd41f0000000d,376468
506ba3a6079bd21f0000009f,484291
5072f1a6f2f2c52b000000a1,402758
506dce776a993b230000003c,163566
507052b7d3d6241f00000008,5051
50704eec6c7b9c2b0000000e,399768
50707a94a3e7931f00000015,517070
506c54ed1db9302300000010,149350
5071312bfabaf62600000062,378267
5059c50762bfd12b0000000b,301442
506cbfd95a08cc1f0000003d,197954
506a55d49e9c591f000000ec,367268
50688dd38fda5c290000000d,183166
506d785ad2bc242b0000008e,286141
50649adb051dc82b0000000c,267224
505c9adbb09d4d2b00000007,318037
5047abcabfd0e6290000001a,82571
50709292fabaf6230000002b,314105
507158d745001b1f0000008a,381336
506b7b089be1832b00000097,268709
505f7fff5515e12300000037,331321
5071cac722cc4a2700000015,431224
506c4b4276e2741f00000004,379464
50707caacb9c162b0000002b,517798
505f920689b8882b00000033,127021
506b1ae91b1deb1f00000017,7980
506acafacfe6df2b00000116,533248
5060e441a3f6d22700000053,374246
506c866d9634772700000030,510487
506ad536374a3e1f0000019e,312272
506b3d0e1b1deb2b00000040,326034
5069d5a6fe3ace1f00000049,453580
5071f6975c46311f00000039,495405
506e237facd1162700000079,499119
5069d3a69e9c592b00000038,517070
5066579474f0e82900000027,184529
506a796573f6852b000000fb,363482
506fa3d80c686b2b0000005e,340436
506eed22d089e11f00000088,332437
506cca95fbbc472700000045,411737
505a4f102191231f0000000e,291362
504a36a8bee4d71f00000011,149844
50604f28b160ab1f00000011,398969
5069be32cfe6df230000000f,311605
5055dc25a6f585270000001c,151991
5070cf80f646152300000039,306532
5073121e7289122b00000018,195385
506745d51599fa2700000014,344753
50484b3f1615da2700000002,341006
506d03a590be5c1f0000007d,436621
5069cab45516121f00000039,254408
5060dcd24f44871f00000034,327590
506b93ac0a4ff91f00000073,535563
506bd95b0a4ff929000000b9,297823
504e4976cb089e1f00000017,340568
505d584bbb389a1f0000001d,454
506fbd162ffdcc1f0000003f,371660
5072659a9c19881f0000006c,511643
506c51ec9be6832b00000005,157156
506e3da4123eb41f0000005d,410745
5071ff81c0a2fa2100000038,502595
5064d7bc2d141c2500000014,104992
50701cd30c686b230000008a,412065
505a90b15aa28a2700000015,323429
504da384af46992b00000001,327345
5071dcc35dcfe02300000038,263285
5070c59da3e793270000002c,30786
506cef8f9be6832700000052,490534
506f8eff1c5b831f00000046,504188
5070b99e6c7b9c2700000064,323211
5069ff2d0497d92300000083,526229
506b58c600a51b1f0000006b,223318
505a8b90b0e2ac1f00000010,303762
5062458fb7c7972300000050,151232
507055f7fabaf62300000008,22197
506a5a8cfe3ace2b000000cb,246003
5064d9a6ac180c230000002f,230787
504917edc4510e1f0000000d,249375
504ceb9eca97c51f00000008,330688
5069f0cd73f6851f00000080,406209
506b4133e2a0671f00000045,498727
506e48ef5683b5250000007c,476449
5069f2e70e20b62300000095,44361
5069cd80374a3e2300000038,195531
5055deab517bdd230000000b,126911
506a2273ec1c651f000000f0,470495
5071df6dc0a2fa270000002e,206774
5069f5c1036af92a00000081,78526
5067fef5689fd81f00000020,158876
506a4002fe3ace1f000000ee,377947
50640be4bac6d61f0000003f,456610
507167d5058403270000007d,452747
506bee620a4ff926000000bd,477713
50493a8510a3e82300000018,281159
506d1a0900dd1a2b00000074,496146
5071d63839fd9a2300000037,401915
506a5e9a1aaa092b000000de,266528
50717609ed70142b00000054,563583
5047ac43ca99801f00000016,242529
507311017a58782700000016,328186
5069ee75fe3ace2b00000064,253306
506a8dfe8cb54f2700000134,118131
504fa2916cd9c82b0000000f,395639
506a2735fe3ace2b000000aa,475211
505ab3000039b62b00000004,340270
504dd4cee731112b00000004,372535
506842b98fda5c2700000005,308853
506fb1a8bc324f2700000066,465506
506c42d800dd1a2300000004,514837
506ddbe223eabe2600000025,489858
506c853d212a2d2300000027,3738
5062b22da73c1c1f00000064,181825
504a92d3ba3ea71f00000018,380229
50719543eca2a32700000003,153732
50706e3e6c7b9c2b0000001b,171745
506b6935e617df2700000073,193182
505cccd39c0f7a270000000e,328892
5062bde5fb2bce2b00000072,241477
506abe928cb54f2700000169,97340
505fcde55515e12700000042,248139
504df19dd320831f00000008,357885
506ec998acd11627000000b8,308043
506a48ea8cb54f27000000e5,470795
505e7f4adb0aa0270000003f,475176
506a4f88ec1c651f00000118,434652
505e48258db1f32700000021,153760
505f2ee8786ce92b00000014,4076
506f742caf2b851f0000002f,309542
506b36ee7515831f0000003c,23343
506a322d0e20b62b000000b6,257052
5050790d92ce111f00000002,98259
5063f13e7078ca1f00000048,246654
506747682b53682b0000000c,326268
50499d18bee4d72300000007,359677
506e4186d027d12b0000005c,370768
505449b0a46176270000000b,269960
